along_strike_index,down_dip_index,lon1(deg),lat1(deg),lon2(deg),lat2(deg),dip (deg),top_depth (km),bottom_depth (km),slip deficit rate (mm/yr),tile_geometry,,,,
38,0,164.20661505501764,-48.75115028907247,164.11921652916035,-48.87235091941954,16.972390039295938,5.90072007734575,10.279382709508265,6.798163,"POLYGON Z ((967551.0282669002 4558174.731087267 -10279.38270950827, 953969.2035662071 4562796.565285219 -5900.72007734575, 949136.9010128384 4548596.253597347 -5900.72007734575, 962718.7257135315 4543974.419399396 -10279.38270950827, 967551.0282669002 4558174.731087267 -10279.38270950827))"
38,1,164.37559279107248,-48.815669062490116,164.28776217853664,-48.93679851503322,17.025109635057763,10.160936851039265,14.552798448758155,6.806962,"POLYGON Z ((980748.1845406364 4552392.300965059 -14552.79844875815, 967187.6948054174 4557063.989080451 -10160.93685103927, 962301.8939601621 4542881.995211446 -10160.93685103927, 975862.383695381 4538210.307096053 -14552.79844875815, 980748.1845406364 4552392.300965059 -14552.79844875815))"
38,2,164.54598175571996,-48.87945446771712,164.4557591455457,-48.99988286833039,17.852337987049015,14.560534185701256,19.15900797260048,6.815862,"POLYGON Z ((993899.9243395687 4546550.010697762 -19159.00797260048, 980469.5498995988 4551395.53246878 -14560.53418570126, 975378.9126841202 4537285.769439573 -14560.53418570126, 988809.2871240901 4532440.247668556 -19159.00797260048, 993899.9243395687 4546550.010697762 -19159.00797260048))"
38,3,164.719580769478,-48.94202533601258,164.6221377446755,-49.060058977513805,19.22342247255084,19.196996650938644,24.135786845152573,6.824424,"POLYGON Z ((1007053.857788195 4540505.831992039 -24135.78684515257, 993940.5536912713 4545858.364764396 -19196.99665093864, 988271.9500731125 4531970.710786125 -19196.99665093864, 1001385.254170036 4526618.178013768 -24135.78684515257, 1007053.857788195 4540505.831992039 -24135.78684515257))"
39,0,164.10639030767157,-48.86892117392701,164.02074084985242,-48.9907109263608,17.140163906624494,5.55236359248219,9.97301744122813,6.854463,"POLYGON Z ((961777.538271066 4544412.954995444 -9973.01744122813, 948153.0837929838 4548866.275074244 -5552.36359248219, 943492.7842456298 4534608.589142475 -5552.36359248219, 957117.238723712 4530155.269063676 -9973.01744122813, 961777.538271066 4544412.954995444 -9973.01744122813))"
39,1,164.27301464548106,-48.93412053419989,164.19034811210744,-49.05686280788767,17.020706015814966,9.833030105146413,14.22378934760589,6.863695,"POLYGON Z ((974886.1653714702 4538798.297047522 -14223.78934760589, 961189.234514128 4543054.506436632 -9833.030105146414, 956738.0593524249 4528730.155153595 -9833.030105146414, 970434.9902097671 4524473.945764485 -14223.78934760589, 974886.1653714702 4538798.297047522 -14223.78934760589))"
39,2,164.44266883179665,-48.997856823137376,164.35809105316932,-49.1200949479106,18.551964880963478,14.394641359829924,19.167110596290748,6.872558,"POLYGON Z ((987926.9942427865 4533023.235482386 -19167.11059629075, 974397.4491354234 4537402.156191289 -14394.64135982992, 969778.5073480963 4523131.018298141 -14394.64135982992, 983308.0524554595 4518752.097589238 -19167.11059629075, 987926.9942427865 4533023.235482386 -19167.11059629075))"
39,3,164.6107669311859,-49.0606317831966,164.52426032643012,-49.18234680857547,19.65089410461283,19.44012613450741,24.484449710316884,6.881725,"POLYGON Z ((1000837.186833828 4527306.09870156 -24484.44971031688, 987449.6393335927 4531814.798247047 -19440.12613450741, 982662.1098061389 4517599.329171996 -19440.12613450741, 996049.6573063743 4513090.629626509 -24484.44971031688, 1000837.186833828 4527306.09870156 -24484.44971031688))"
40,0,164.0047173646933,-48.99104254283541,163.93161829742843,-49.1163638204974,17.18231209399232,5.456501964226033,9.887698912354919,6.912607,"POLYGON Z ((956224.0824155931 4530934.02184046 -9887.698912354919, 942327.0433750787 4534432.135548347 -5456.501964226032, 938665.5141736616 4519885.891912715 -5456.501964226032, 952562.553214176 4516387.778204828 -9887.698912354919, 956224.0824155931 4530934.02184046 -9887.698912354919))"
40,1,164.17161089158827,-49.05645786671163,164.101495111069,-49.18256417130466,16.77122220080872,9.682393377626067,14.01065733036652,6.921787,"POLYGON Z ((969341.5637718774 4525304.918592057 -14010.65733036652, 955366.23177539 4528614.937737525 -9682.393377626067, 951909.1647201588 4514018.7503115 -9682.393377626067, 965884.4967166462 4510708.731166033 -14010.65733036652, 969341.5637718774 4525304.918592057 -14010.65733036652))"
40,2,164.34202610286027,-49.12131882122422,164.27193705550957,-49.24748165880574,18.595808716642615,13.582677895759206,18.366027559452775,6.930959,"POLYGON Z ((982453.2384543543 4519563.687613917 -18366.02755945277, 968623.9215930465 4522860.589363194 -13582.67789575921, 965145.4129602661 4508269.496954068 -13582.67789575921, 978974.7298215739 4504972.59520479 -18366.02755945277, 982453.2384543543 4519563.687613917 -18366.02755945277))"
41,0,163.9400874283982,-49.12420838505161,163.87200917297824,-49.25077862047613,16.939790493878323,5.563796057677464,9.934295157877674,6.971242,"POLYGON Z ((953395.6714289845 4515981.027712062 -9934.295157877674, 939387.3195532182 4519089.856324234 -5563.796057677464, 936137.4854079015 4504446.134870043 -5563.796057677464, 950145.8372836678 4501337.306257871 -9934.295157877674, 953395.6714289845 4515981.027712062 -9934.295157877674))"
41,1,164.11323488434664,-49.18899447627891,164.0415928398534,-49.3147687371393,17.179303446538142,9.42856740727917,13.859011840906252,6.979601,"POLYGON Z ((966772.6619576607 4510020.54378161 -13859.01184090625, 952847.5884931447 4513406.321554645 -9428.56740727917, 949303.7005728644 4498830.970498547 -9428.56740727917, 963228.7740373804 4495445.192725512 -13859.01184090625, 966772.6619576607 4510020.54378161 -13859.01184090625))"
41,2,164.28503369329093,-49.25317570604971,164.2106519943604,-49.378319605403995,18.38180691791773,13.718504104307508,18.448719982523468,6.988397,"POLYGON Z ((979946.7862091498 4504165.896952068 -18448.71998252347, 966170.2741734888 4507748.183076425 -13718.50410430751, 962395.3784952734 4493230.946334586 -13718.50410430751, 976171.8905309343 4489648.660210229 -18448.71998252347, 979946.7862091498 4504165.896952068 -18448.71998252347))"
42,0,163.85887646587273,-49.24834970250813,163.78983227997745,-49.37472286950794,16.97826398468782,5.31794258798893,9.698076014593077,7.027960,"POLYGON Z ((949147.4337775486 4501451.76820213 -9698.076014593078, 935150.7689278112 4504599.434678946 -5317.94258798893, 931859.6615182564 4489964.933935197 -5317.94258798893, 945856.3263679938 4486817.267458381 -9698.076014593078, 949147.4337775486 4501451.76820213 -9698.076014593078))"
42,1,164.03338560404703,-49.313735551251334,163.96092800238964,-49.439342311197734,17.574241635648924,8.796610915990364,13.325730954958214,7.036382,"POLYGON Z ((962582.8018132283 4495467.761472721 -13325.73095495821, 948694.611250976 4498874.407121916 -8796.610915990364, 945121.1811377287 4484306.270754291 -8796.610915990364, 959009.371699981 4480899.625105095 -13325.73095495821, 962582.8018132283 4495467.761472721 -13325.73095495821))"
42,2,164.2031165172901,-49.37709010432429,164.12765963592307,-49.501994913058844,18.1274207399389,13.638534021751347,18.30550343085192,7.045009,"POLYGON Z ((975618.0277191463 4489669.665847325 -18305.50343085192, 961833.38873974 4493303.276275254 -13638.53402175135, 958010.0124411206 4478798.732377593 -13638.53402175135, 971794.6514205269 4475165.121949664 -18305.50343085192, 975618.0277191463 4489669.665847325 -18305.50343085192))"
43,0,163.79288065665074,-49.37476684701801,163.7147187686116,-49.49889181275872,17.194464911928776,5.319627917625926,9.75386437027268,7.083997,"POLYGON Z ((945904.4458988956 4486211.962759164 -9753.86437027268, 932081.0992336386 4489987.228849673 -5319.627917625926, 928129.211109593 4475517.170789837 -5319.627917625926, 941952.5577748501 4471741.904699328 -9753.86437027268, 945904.4458988956 4486211.962759164 -9753.86437027268))"
43,1,163.96449415879576,-49.44050174707482,163.88613790760115,-49.56463262658294,17.997444113784383,9.096002004460644,13.73062053555278,7.092828,"POLYGON Z ((959147.1069853391 4480415.016092724 -13730.62053555278, 945394.7449245461 4484208.806917232 -9096.002004460644, 941405.7749989628 4469748.927286585 -9096.002004460644, 955158.1370597557 4465955.136462077 -13730.62053555278, 959147.1069853391 4480415.016092724 -13730.62053555278))"
44,0,163.7374148937145,-49.50429057871209,163.64753607288665,-49.62506014050514,17.27246492148544,5.766245907613355,10.219985951563428,7.140056,"POLYGON Z ((943409.3030413217 4470525.052787676 -10219.98595156343, 929843.4063661332 4475121.861139024 -5766.245907613355, 925029.5085585103 4460915.299700809 -5766.245907613355, 938595.4052336988 4456318.491349461 -10219.98595156343, 943409.3030413217 4470525.052787676 -10219.98595156343))"
44,1,163.90807248288203,-49.569729362257604,163.81813523577068,-49.69054912206111,18.02049181336517,9.974759526051841,14.615116320035895,7.148888,"POLYGON Z ((956559.205020769 4464775.289087467 -14615.1163200359, 943057.504845936 4469376.504276244 -9974.759526051841, 938218.9383026434 4455178.32573792 -9974.759526051841, 951720.6384774764 4450577.110549143 -14615.1163200359, 956559.205020769 4464775.289087467 -14615.1163200359))"
45,0,163.65967633539032,-49.62750270991547,163.56287141394154,-49.7460564430945,17.78994423611605,5.918692333002095,10.501615267829083,7.195798,"POLYGON Z ((939296.6422257385 4455699.132881473 -10501.61526782908, 925938.322332858 4460754.042080747 -5918.692333002095, 920629.5644127013 4446724.890668592 -5918.692333002095, 933987.8843055818 4441669.981469318 -10501.61526782908, 939296.6422257385 4455699.132881473 -10501.61526782908))"
